exercise_slug,muscle
Kneeling_Arm_Drill,abdominals
Kneeling_High_Pulley_Row,biceps
Kneeling_High_Pulley_Row,middle back
Kneeling_Hip_Flexor,quadriceps
Kneeling_Jump_Squat,calves
Kneeling_Jump_Squat,hamstrings
Kneeling_Jump_Squat,quadriceps
Kneeling_Single-Arm_High_Pulley_Row,biceps
Kneeling_Single-Arm_High_Pulley_Row,middle back
Kneeling_Squat,abdominals
Kneeling_Squat,hamstrings
Kneeling_Squat,lower back
Landmine_180s,glutes
Landmine_180s,lower back
Landmine_180s,shoulders
Landmine_Linear_Jammer,abdominals
Landmine_Linear_Jammer,calves
Landmine_Linear_Jammer,chest
Landmine_Linear_Jammer,hamstrings
Landmine_Linear_Jammer,quadriceps
Landmine_Linear_Jammer,triceps
Lateral_Bound,abductors
Lateral_Bound,calves
Lateral_Bound,glutes
Lateral_Bound,hamstrings
Lateral_Bound,quadriceps
Lateral_Box_Jump,abductors
Lateral_Box_Jump,calves
Lateral_Box_Jump,glutes
Lateral_Box_Jump,hamstrings
Lateral_Box_Jump,quadriceps
Lateral_Cone_Hops,abductors
Lateral_Cone_Hops,calves
Lateral_Cone_Hops,glutes
Lateral_Cone_Hops,hamstrings
Lateral_Cone_Hops,quadriceps
Leg-Over_Floor_Press,shoulders
Leg-Over_Floor_Press,triceps
Leg_Lift,hamstrings
Leg_Press,calves
Leg_Press,glutes
Leg_Press,hamstrings
Leverage_Chest_Press,shoulders
Leverage_Chest_Press,triceps
Leverage_Deadlift,glutes
Leverage_Deadlift,hamstrings
Leverage_Decline_Chest_Press,shoulders
Leverage_Decline_Chest_Press,triceps
Leverage_High_Row,lats
Leverage_Incline_Chest_Press,shoulders
Leverage_Incline_Chest_Press,triceps
Leverage_Iso_Row,biceps
Leverage_Iso_Row,middle back
Leverage_Shoulder_Press,triceps
Leverage_Shrug,forearms
Linear_3-Part_Start_Technique,calves
Linear_3-Part_Start_Technique,quadriceps
Linear_Acceleration_Wall_Drill,calves
Linear_Acceleration_Wall_Drill,glutes
Linear_Acceleration_Wall_Drill,quadriceps
Linear_Depth_Jump,calves
Linear_Depth_Jump,glutes
Linear_Depth_Jump,hamstrings
Log_Lift,abdominals
Log_Lift,chest
Log_Lift,glutes
Log_Lift,hamstrings
Log_Lift,lower back
Log_Lift,middle back
Log_Lift,quadriceps
Log_Lift,traps
Log_Lift,triceps
London_Bridges,biceps
London_Bridges,forearms
London_Bridges,middle back
Low_Cable_Crossover,shoulders
Low_Pulley_Row_To_Neck,biceps
Low_Pulley_Row_To_Neck,middle back
Low_Pulley_Row_To_Neck,traps
Lunge_Pass_Through,calves
Lunge_Pass_Through,glutes
Lunge_Pass_Through,quadriceps
Lunge_Sprint,calves
Lunge_Sprint,glutes
Lunge_Sprint,hamstrings
Lying_Cambered_Barbell_Row,biceps
Lying_Cambered_Barbell_Row,lats
Lying_Cambered_Barbell_Row,traps
Lying_Dumbbell_Tricep_Extension,chest
Lying_Dumbbell_Tricep_Extension,shoulders
Lying_Glute,abductors
Lying_Hamstring,calves
Lying_Machine_Squat,calves
Lying_Machine_Squat,glutes
Lying_Machine_Squat,hamstrings
Lying_T-Bar_Row,biceps
Lying_T-Bar_Row,lats
Machine_Bench_Press,shoulders
Machine_Bench_Press,triceps
Machine_Shoulder_Military_Press,triceps
Medicine_Ball_Chest_Pass,shoulders
Medicine_Ball_Chest_Pass,triceps
Medicine_Ball_Full_Twist,shoulders
Medicine_Ball_Scoop_Throw,abdominals
Medicine_Ball_Scoop_Throw,hamstrings
Medicine_Ball_Scoop_Throw,quadriceps
Middle_Back_Stretch,abdominals
Middle_Back_Stretch,lats
Middle_Back_Stretch,lower back
Mixed_Grip_Chin,biceps
Mixed_Grip_Chin,lats
Mountain_Climbers,chest
Mountain_Climbers,hamstrings
Mountain_Climbers,shoulders
Moving_Claw_Series,calves
Moving_Claw_Series,quadriceps
Muscle_Snatch,glutes
Muscle_Snatch,lower back
Muscle_Snatch,quadriceps
Muscle_Snatch,shoulders
Muscle_Snatch,triceps
Muscle_Up,abdominals
Muscle_Up,biceps
Muscle_Up,forearms
Muscle_Up,middle back
Muscle_Up,shoulders
Muscle_Up,traps
Muscle_Up,triceps
Narrow_Stance_Hack_Squats,calves
Narrow_Stance_Hack_Squats,glutes
Narrow_Stance_Hack_Squats,hamstrings
Narrow_Stance_Leg_Press,calves
Narrow_Stance_Leg_Press,glutes
Narrow_Stance_Leg_Press,hamstrings
Narrow_Stance_Squats,calves
Narrow_Stance_Squats,glutes
Narrow_Stance_Squats,hamstrings
Narrow_Stance_Squats,lower back
Natural_Glute_Ham_Raise,calves
Natural_Glute_Ham_Raise,glutes
Natural_Glute_Ham_Raise,lower back
Neck_Press,shoulders
Neck_Press,triceps
Olympic_Squat,calves
Olympic_Squat,glutes
Olympic_Squat,hamstrings
One-Arm_Dumbbell_Row,biceps
One-Arm_Dumbbell_Row,lats
One-Arm_Dumbbell_Row,shoulders
One-Arm_Kettlebell_Clean,glutes
One-Arm_Kettlebell_Clean,lower back
One-Arm_Kettlebell_Clean,shoulders
One-Arm_Kettlebell_Clean,traps
One-Arm_Kettlebell_Floor_Press,triceps
One-Arm_Kettlebell_Jerk,calves
One-Arm_Kettlebell_Jerk,quadriceps
One-Arm_Kettlebell_Jerk,triceps
One-Arm_Kettlebell_Military_Press_To_The_Side,triceps
One-Arm_Kettlebell_Para_Press,triceps
One-Arm_Kettlebell_Push_Press,calves
One-Arm_Kettlebell_Push_Press,quadriceps
One-Arm_Kettlebell_Push_Press,triceps
One-Arm_Kettlebell_Row,biceps
One-Arm_Kettlebell_Row,lats
One-Arm_Kettlebell_Snatch,calves
One-Arm_Kettlebell_Snatch,glutes
One-Arm_Kettlebell_Snatch,hamstrings
One-Arm_Kettlebell_Snatch,lower back
One-Arm_Kettlebell_Snatch,traps
One-Arm_Kettlebell_Snatch,triceps
One-Arm_Kettlebell_Split_Jerk,glutes
One-Arm_Kettlebell_Split_Jerk,hamstrings
One-Arm_Kettlebell_Split_Jerk,quadriceps
One-Arm_Kettlebell_Split_Jerk,triceps
One-Arm_Kettlebell_Split_Snatch,hamstrings
One-Arm_Kettlebell_Split_Snatch,quadriceps
One-Arm_Kettlebell_Swings,calves
One-Arm_Kettlebell_Swings,glutes
One-Arm_Kettlebell_Swings,lower back
One-Arm_Kettlebell_Swings,shoulders
One-Arm_Long_Bar_Row,biceps
One-Arm_Long_Bar_Row,lats
One-Arm_Medicine_Ball_Slam,lats
One-Arm_Medicine_Ball_Slam,shoulders
One-Arm_Open_Palm_Kettlebell_Clean,forearms
One-Arm_Open_Palm_Kettlebell_Clean,glutes
One-Arm_Open_Palm_Kettlebell_Clean,lower back
One-Arm_Open_Palm_Kettlebell_Clean,quadriceps
One-Arm_Open_Palm_Kettlebell_Clean,shoulders
One-Arm_Overhead_Kettlebell_Squats,calves
One-Arm_Overhead_Kettlebell_Squats,glutes
One-Arm_Overhead_Kettlebell_Squats,hamstrings
One-Arm_Overhead_Kettlebell_Squats,shoulders
One-Arm_Side_Deadlift,abdominals
One-Arm_Side_Deadlift,calves
One-Arm_Side_Deadlift,glutes
One-Arm_Side_Deadlift,hamstrings
One-Arm_Side_Deadlift,lower back
One-Arm_Side_Deadlift,traps
One-Legged_Cable_Kickback,hamstrings
One_Arm_Chin-Up,biceps
One_Arm_Chin-Up,forearms
One_Arm_Chin-Up,lats
One_Arm_Dumbbell_Bench_Press,shoulders
One_Arm_Dumbbell_Bench_Press,triceps
One_Arm_Floor_Press,chest
One_Arm_Floor_Press,shoulders
One_Arm_Lat_Pulldown,biceps
One_Arm_Lat_Pulldown,middle back
One_Half_Locust,abdominals
One_Half_Locust,biceps
One_Half_Locust,chest
One_Handed_Hang,biceps
One_Knee_To_Chest,hamstrings
One_Knee_To_Chest,lower back
One_Leg_Barbell_Squat,calves
One_Leg_Barbell_Squat,glutes
One_Leg_Barbell_Squat,hamstrings
Open_Palm_Kettlebell_Clean,glutes
Open_Palm_Kettlebell_Clean,lower back
Open_Palm_Kettlebell_Clean,quadriceps
Open_Palm_Kettlebell_Clean,shoulders
Otis-Up,chest
Otis-Up,shoulders
Otis-Up,triceps
Overhead_Lat,triceps
Overhead_Squat,abdominals
Overhead_Squat,calves
Overhead_Squat,glutes
Overhead_Squat,hamstrings
Overhead_Squat,lower back
Overhead_Squat,shoulders
Overhead_Squat,triceps
Overhead_Stretch,chest
Overhead_Stretch,forearms
Overhead_Stretch,lats
Overhead_Stretch,triceps
Overhead_Triceps,lats
Pallof_Press,chest
Pallof_Press,shoulders
Pallof_Press,triceps
Pallof_Press_With_Rotation,chest
Pallof_Press_With_Rotation,shoulders
Pallof_Press_With_Rotation,triceps
Parallel_Bar_Dip,chest
Parallel_Bar_Dip,shoulders
Physioball_Hip_Bridge,hamstrings
Pin_Presses,chest
Pin_Presses,forearms
Pin_Presses,lats
Pin_Presses,middle back
Pin_Presses,shoulders
Platform_Hamstring_Slides,glutes
Plie_Dumbbell_Squat,abdominals
Plie_Dumbbell_Squat,calves
Plie_Dumbbell_Squat,glutes
Plie_Dumbbell_Squat,hamstrings
Plyo_Kettlebell_Pushups,shoulders
Plyo_Kettlebell_Pushups,triceps
Plyo_Push-up,shoulders
Plyo_Push-up,triceps
Power_Clean,calves
Power_Clean,forearms
Power_Clean,glutes
Power_Clean,lower back
Power_Clean,middle back
Power_Clean,quadriceps
Power_Clean,shoulders
Power_Clean,traps
Power_Clean,triceps
Power_Clean_from_Blocks,quadriceps
Power_Jerk,abdominals
Power_Jerk,calves
Power_Jerk,glutes
Power_Jerk,hamstrings
Power_Jerk,shoulders
Power_Jerk,triceps
Power_Snatch,calves
Power_Snatch,glutes
Power_Snatch,lower back
Power_Snatch,quadriceps
Power_Snatch,shoulders
Power_Snatch,traps
Power_Snatch,triceps
Power_Snatch_from_Blocks,calves
Power_Snatch_from_Blocks,forearms
Power_Snatch_from_Blocks,glutes
Power_Snatch_from_Blocks,hamstrings
Power_Snatch_from_Blocks,lower back
Power_Snatch_from_Blocks,shoulders
Power_Snatch_from_Blocks,traps
Power_Snatch_from_Blocks,triceps
Power_Stairs,adductors
Power_Stairs,calves
Power_Stairs,glutes
Power_Stairs,lower back
Power_Stairs,quadriceps
Power_Stairs,shoulders
Power_Stairs,traps
Preacher_Hammer_Dumbbell_Curl,forearms
Press_Sit-Up,chest
Press_Sit-Up,shoulders
Press_Sit-Up,triceps
Prowler_Sprint,calves
Prowler_Sprint,chest
Prowler_Sprint,glutes
Prowler_Sprint,quadriceps
Prowler_Sprint,shoulders
Pull_Through,hamstrings
Pull_Through,lower back
Pullups,biceps
Pullups,middle back
Push-Up_Wide,abdominals
Push-Up_Wide,shoulders
Push-Up_Wide,triceps
Push-Ups_-_Close_Triceps_Position,chest
Push-Ups_-_Close_Triceps_Position,shoulders
Push-Ups_With_Feet_Elevated,shoulders
Push-Ups_With_Feet_Elevated,triceps
Push-Ups_With_Feet_On_An_Exercise_Ball,shoulders
Push-Ups_With_Feet_On_An_Exercise_Ball,triceps
Push_Press,quadriceps
Push_Press,triceps
Push_Press_-_Behind_the_Neck,calves
Push_Press_-_Behind_the_Neck,quadriceps
Push_Press_-_Behind_the_Neck,triceps
Push_Up_to_Side_Plank,abdominals
Push_Up_to_Side_Plank,shoulders
Push_Up_to_Side_Plank,triceps
Pushups,shoulders
Pushups,triceps
Pushups_Close_and_Wide_Hand_Positions,shoulders
Pushups_Close_and_Wide_Hand_Positions,triceps
Pyramid,shoulders
Quick_Leap,calves
Quick_Leap,hamstrings
Rack_Delivery,forearms
Rack_Delivery,traps
Rack_Pull_with_Bands,forearms
Rack_Pull_with_Bands,glutes
Rack_Pull_with_Bands,hamstrings
Rack_Pull_with_Bands,quadriceps
Rack_Pull_with_Bands,traps
Rack_Pulls,forearms
Rack_Pulls,glutes
Rack_Pulls,hamstrings
Rack_Pulls,traps
Recumbent_Bike,calves
Recumbent_Bike,glutes
Recumbent_Bike,hamstrings
Return_Push_from_Stance,chest
Return_Push_from_Stance,triceps
Reverse_Band_Bench_Press,chest
Reverse_Band_Bench_Press,forearms
Reverse_Band_Bench_Press,lats
Reverse_Band_Bench_Press,middle back
Reverse_Band_Bench_Press,shoulders
Reverse_Band_Box_Squat,abductors
Reverse_Band_Box_Squat,adductors
Reverse_Band_Box_Squat,calves
Reverse_Band_Box_Squat,forearms
Reverse_Band_Box_Squat,glutes
Reverse_Band_Box_Squat,hamstrings
Reverse_Band_Box_Squat,lower back
Reverse_Band_Deadlift,abductors
Reverse_Band_Deadlift,adductors
Reverse_Band_Deadlift,calves
Reverse_Band_Deadlift,glutes
Reverse_Band_Deadlift,hamstrings
Reverse_Band_Deadlift,quadriceps
Reverse_Band_Power_Squat,adductors
Reverse_Band_Power_Squat,calves
Reverse_Band_Power_Squat,glutes
Reverse_Band_Power_Squat,hamstrings
Reverse_Band_Power_Squat,lower back
Reverse_Band_Sumo_Deadlift,abductors
Reverse_Band_Sumo_Deadlift,adductors
Reverse_Band_Sumo_Deadlift,calves
Reverse_Band_Sumo_Deadlift,forearms
Reverse_Band_Sumo_Deadlift,glutes
Reverse_Band_Sumo_Deadlift,lower back
Reverse_Band_Sumo_Deadlift,quadriceps
Reverse_Band_Sumo_Deadlift,traps
Reverse_Barbell_Curl,forearms
Reverse_Barbell_Preacher_Curls,forearms
Reverse_Cable_Curl,forearms
Reverse_Grip_Bent-Over_Rows,biceps
Reverse_Grip_Bent-Over_Rows,lats
Reverse_Grip_Bent-Over_Rows,shoulders
Reverse_Hyperextension,calves
Reverse_Hyperextension,glutes
Reverse_Plate_Curls,forearms
Reverse_Triceps_Bench_Press,chest
Reverse_Triceps_Bench_Press,shoulders
Rhomboids-SMR,traps
Rickshaw_Carry,abdominals
Rickshaw_Carry,calves
Rickshaw_Carry,glutes
Rickshaw_Carry,hamstrings
Rickshaw_Carry,lower back
Rickshaw_Carry,quadriceps
Rickshaw_Carry,traps
Rickshaw_Deadlift,forearms
Rickshaw_Deadlift,glutes
Rickshaw_Deadlift,hamstrings
Rickshaw_Deadlift,lower back
Rickshaw_Deadlift,traps
Ring_Dips,chest
Ring_Dips,shoulders
Rocket_Jump,calves
Rocket_Jump,hamstrings
Rocky_Pull-Ups_Pulldowns,biceps
Rocky_Pull-Ups_Pulldowns,middle back
Rocky_Pull-Ups_Pulldowns,shoulders
Romanian_Deadlift,calves
Romanian_Deadlift,glutes
Romanian_Deadlift,lower back
Romanian_Deadlift_from_Deficit,forearms
Romanian_Deadlift_from_Deficit,glutes
Romanian_Deadlift_from_Deficit,lower back
Romanian_Deadlift_from_Deficit,traps
Rope_Climb,biceps
Rope_Climb,forearms
Rope_Climb,middle back
Rope_Climb,shoulders
Rope_Jumping,calves
Rope_Jumping,hamstrings
Round_The_World_Shoulder_Stretch,biceps
Round_The_World_Shoulder_Stretch,chest
Rowing_Stationary,biceps
Rowing_Stationary,calves
Rowing_Stationary,glutes
Rowing_Stationary,hamstrings
Rowing_Stationary,lower back
Rowing_Stationary,middle back
Runners_Stretch,calves
Running_Treadmill,calves
Running_Treadmill,glutes
Running_Treadmill,hamstrings
Russian_Twist,lower back
Sandbag_Load,abdominals
Sandbag_Load,biceps
Sandbag_Load,calves
Sandbag_Load,forearms
Sandbag_Load,glutes
Sandbag_Load,hamstrings
Sandbag_Load,lower back
Sandbag_Load,middle back
Sandbag_Load,shoulders
Sandbag_Load,traps
Scapular_Pull-Up,lats
Scapular_Pull-Up,middle back
Scissors_Jump,glutes
Scissors_Jump,hamstrings
Seated_Barbell_Military_Press,triceps
Seated_Biceps,chest
Seated_Biceps,shoulders
Seated_Cable_Rows,biceps
Seated_Cable_Rows,lats
Seated_Cable_Rows,shoulders
Seated_Cable_Shoulder_Press,triceps
Seated_Calf_Stretch,hamstrings
Seated_Calf_Stretch,lower back
Seated_Dumbbell_Press,triceps
Seated_Floor_Hamstring_Stretch,calves
Seated_Front_Deltoid,chest
Seated_Glute,adductors
Seated_Good_Mornings,glutes
Seated_Hamstring,calves
Seated_Hamstring_and_Calf_Stretch,calves
Seated_One-arm_Cable_Pulley_Rows,biceps
Seated_One-arm_Cable_Pulley_Rows,lats
Seated_One-arm_Cable_Pulley_Rows,traps
See-Saw_Press_Alternating_Side_Press,abdominals
See-Saw_Press_Alternating_Side_Press,triceps
Shotgun_Row,biceps
Shotgun_Row,middle back
Shoulder_Circles,traps
Shoulder_Press_-_With_Bands,triceps
Shoulder_Raise,lats
Side_Bridge,shoulders
Side_Hop-Sprint,abductors
Side_Hop-Sprint,adductors
Side_Hop-Sprint,calves
Side_Hop-Sprint,hamstrings
Side_Laterals_to_Front_Raise,traps
Side_Lying_Groin_Stretch,hamstrings
Side_Standing_Long_Jump,calves
Side_Standing_Long_Jump,glutes
Side_Standing_Long_Jump,hamstrings
Side_To_Side_Chins,biceps
Side_To_Side_Chins,forearms
Side_To_Side_Chins,middle back
Side_To_Side_Chins,shoulders
Side_Wrist_Pull,forearms
Side_Wrist_Pull,lats
Side_to_Side_Box_Shuffle,abductors
Side_to_Side_Box_Shuffle,adductors
Side_to_Side_Box_Shuffle,calves
Side_to_Side_Box_Shuffle,hamstrings
Single-Arm_Linear_Jammer,chest
Single-Arm_Linear_Jammer,triceps
Single-Arm_Push-Up,shoulders
Single-Arm_Push-Up,triceps
Single-Cone_Sprint_Drill,calves
Single-Cone_Sprint_Drill,glutes
Single-Cone_Sprint_Drill,hamstrings
Single-Leg_High_Box_Squat,glutes
Single-Leg_High_Box_Squat,hamstrings
Single-Leg_Hop_Progression,abductors
Single-Leg_Hop_Progression,adductors
Single-Leg_Hop_Progression,calves
Single-Leg_Hop_Progression,hamstrings
Single-Leg_Lateral_Hop,abductors
Single-Leg_Lateral_Hop,adductors
Single-Leg_Lateral_Hop,calves
Single-Leg_Lateral_Hop,hamstrings
Single-Leg_Stride_Jump,abductors
Single-Leg_Stride_Jump,adductors
Single-Leg_Stride_Jump,calves
Single-Leg_Stride_Jump,hamstrings
Single_Dumbbell_Raise,forearms
Single_Dumbbell_Raise,traps
Single_Leg_Butt_Kick,calves
Single_Leg_Butt_Kick,hamstrings
Single_Leg_Glute_Bridge,hamstrings
Single_Leg_Push-off,calves
Single_Leg_Push-off,hamstrings
Sit_Squats,abductors
Sit_Squats,glutes
Sit_Squats,hamstrings
Skating,abductors
Skating,adductors
Skating,calves
Skating,glutes
Skating,hamstrings
Sled_Drag_-_Harness,calves
Sled_Drag_-_Harness,glutes
Sled_Drag_-_Harness,hamstrings
Sled_Overhead_Backward_Walk,calves
Sled_Overhead_Backward_Walk,middle back
Sled_Overhead_Backward_Walk,quadriceps
Sled_Push,calves
Sled_Push,chest
Sled_Push,glutes
Sled_Push,hamstrings
Sled_Push,triceps
Sled_Row,biceps
Sled_Row,lats
Sledgehammer_Swings,calves
Sledgehammer_Swings,forearms
Sledgehammer_Swings,lats
Sledgehammer_Swings,middle back
Sledgehammer_Swings,shoulders
Smith_Incline_Shoulder_Raise,chest
Smith_Machine_Behind_the_Back_Shrug,shoulders
Smith_Machine_Bench_Press,shoulders
Smith_Machine_Bench_Press,triceps
Smith_Machine_Bent_Over_Row,biceps
Smith_Machine_Bent_Over_Row,lats
Smith_Machine_Bent_Over_Row,shoulders
Smith_Machine_Close-Grip_Bench_Press,chest
Smith_Machine_Close-Grip_Bench_Press,shoulders
Smith_Machine_Decline_Press,shoulders
Smith_Machine_Decline_Press,triceps
Smith_Machine_Hang_Power_Clean,glutes
Smith_Machine_Hang_Power_Clean,lower back
Smith_Machine_Hang_Power_Clean,quadriceps
Smith_Machine_Hang_Power_Clean,shoulders
Smith_Machine_Hang_Power_Clean,traps
Smith_Machine_Incline_Bench_Press,shoulders
Smith_Machine_Incline_Bench_Press,triceps
Smith_Machine_Leg_Press,calves
Smith_Machine_Leg_Press,glutes
Smith_Machine_Leg_Press,hamstrings
Smith_Machine_One-Arm_Upright_Row,biceps
Smith_Machine_One-Arm_Upright_Row,traps
Smith_Machine_Overhead_Shoulder_Press,triceps
Smith_Machine_Pistol_Squat,calves
Smith_Machine_Pistol_Squat,glutes
Smith_Machine_Pistol_Squat,hamstrings
Smith_Machine_Squat,calves
Smith_Machine_Squat,glutes
Smith_Machine_Squat,hamstrings
Smith_Machine_Squat,lower back
Smith_Machine_Stiff-Legged_Deadlift,glutes
Smith_Machine_Stiff-Legged_Deadlift,lower back
Smith_Machine_Upright_Row,biceps
Smith_Machine_Upright_Row,middle back
Smith_Machine_Upright_Row,shoulders
Smith_Single-Leg_Split_Squat,calves
Smith_Single-Leg_Split_Squat,glutes
Smith_Single-Leg_Split_Squat,hamstrings
Snatch,biceps
Snatch,glutes
Snatch,hamstrings
Snatch,lower back
Snatch,shoulders
Snatch,traps
Snatch,triceps
Snatch_Balance,calves
Snatch_Balance,glutes
Snatch_Balance,hamstrings
Snatch_Balance,shoulders
Snatch_Balance,triceps
Snatch_Deadlift,forearms
Snatch_Deadlift,glutes
Snatch_Deadlift,hamstrings
Snatch_Deadlift,lower back
Snatch_Deadlift,quadriceps
Snatch_Deadlift,traps
Snatch_Pull,calves
Snatch_Pull,glutes
Snatch_Pull,lower back
Snatch_Pull,quadriceps
Snatch_Pull,traps
Snatch_Shrug,forearms
Snatch_Shrug,shoulders
Snatch_from_Blocks,calves
Snatch_from_Blocks,forearms
Snatch_from_Blocks,glutes
Snatch_from_Blocks,hamstrings
Snatch_from_Blocks,lower back
Snatch_from_Blocks,shoulders
Snatch_from_Blocks,traps
Snatch_from_Blocks,triceps
Speed_Box_Squat,calves
Speed_Box_Squat,glutes
Speed_Box_Squat,hamstrings
Speed_Squats,calves
Speed_Squats,glutes
Speed_Squats,hamstrings
Speed_Squats,lower back
Spell_Caster,glutes
Spell_Caster,shoulders
Spider_Crawl,chest
Spider_Crawl,shoulders
Spider_Crawl,triceps
Spinal_Stretch,lats
Spinal_Stretch,lower back
Spinal_Stretch,neck
Spinal_Stretch,traps
Split_Clean,calves
Split_Clean,forearms
Split_Clean,glutes
Split_Clean,hamstrings
Split_Clean,lower back
Split_Clean,shoulders
Split_Clean,traps
Split_Jerk,glutes
Split_Jerk,hamstrings
Split_Jerk,shoulders
Split_Jerk,triceps
Split_Jump,calves
Split_Jump,glutes
Split_Jump,hamstrings
Split_Snatch,calves
Split_Snatch,forearms
Split_Snatch,glutes
Split_Snatch,hamstrings
Split_Snatch,lower back
Split_Snatch,quadriceps
Split_Snatch,shoulders
Split_Snatch,traps
Split_Snatch,triceps
Split_Squat_with_Dumbbells,glutes
Split_Squat_with_Dumbbells,hamstrings
Split_Squats,calves
Split_Squats,glutes
Split_Squats,quadriceps
Squat_Jerk,calves
Squat_Jerk,glutes
Squat_Jerk,hamstrings
Squat_Jerk,shoulders
Squat_Jerk,triceps
Squat_with_Bands,adductors
Squat_with_Bands,calves
Squat_with_Bands,glutes
Squat_with_Bands,hamstrings
Squat_with_Bands,lower back
Squat_with_Chains,adductors
Squat_with_Chains,calves
Squat_with_Chains,glutes
Squat_with_Chains,hamstrings
Squat_with_Chains,lower back
Squat_with_Plate_Movers,abductors
Squat_with_Plate_Movers,adductors
Squat_with_Plate_Movers,calves
Squat_with_Plate_Movers,glutes
Squat_with_Plate_Movers,hamstrings
Squats_-_With_Bands,calves
Squats_-_With_Bands,glutes
Squats_-_With_Bands,hamstrings
Squats_-_With_Bands,lower back
Stairmaster,calves
Stairmaster,glutes
Stairmaster,hamstrings
Standing_Alternating_Dumbbell_Press,triceps
Standing_Barbell_Press_Behind_Neck,triceps
Standing_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,shoulders
Standing_Biceps_Stretch,chest
Standing_Biceps_Stretch,shoulders
Standing_Bradford_Press,triceps
Standing_Cable_Chest_Press,shoulders
Standing_Cable_Chest_Press,triceps
Standing_Cable_Lift,shoulders
Standing_Cable_Wood_Chop,shoulders
Standing_Concentration_Curl,forearms
Standing_Dumbbell_Press,triceps
Standing_Dumbbell_Reverse_Curl,forearms
Standing_Dumbbell_Upright_Row,biceps
Standing_Dumbbell_Upright_Row,shoulders
Standing_Gastrocnemius_Calf_Stretch,hamstrings
Standing_Hip_Circles,adductors
Standing_Long_Jump,calves
Standing_Long_Jump,glutes
Standing_Long_Jump,hamstrings
Standing_Low-Pulley_Deltoid_Raise,forearms
Standing_Low-Pulley_One-Arm_Triceps_Extension,chest
Standing_Low-Pulley_One-Arm_Triceps_Extension,shoulders
Standing_Military_Press,triceps
Standing_Olympic_Plate_Hand_Squeeze,biceps
Standing_One-Arm_Dumbbell_Triceps_Extension,chest
Standing_One-Arm_Dumbbell_Triceps_Extension,shoulders
Standing_Overhead_Barbell_Triceps_Extension,shoulders
Standing_Palm-In_One-Arm_Dumbbell_Press,triceps
Standing_Palms-In_Dumbbell_Press,triceps
Standing_Pelvic_Tilt,glutes
Standing_Toe_Touches,calves
Standing_Two-Arm_Overhead_Throw,chest
Standing_Two-Arm_Overhead_Throw,lats
Star_Jump,calves
Star_Jump,glutes
Star_Jump,hamstrings
Star_Jump,shoulders
Step-up_with_Knee_Raise,hamstrings
Step-up_with_Knee_Raise,quadriceps
Step_Mill,calves
Step_Mill,glutes
Step_Mill,hamstrings
Stiff-Legged_Barbell_Deadlift,glutes
Stiff-Legged_Barbell_Deadlift,lower back
Stiff-Legged_Dumbbell_Deadlift,glutes
Stiff-Legged_Dumbbell_Deadlift,lower back
Stiff_Leg_Barbell_Good_Morning,glutes
Stiff_Leg_Barbell_Good_Morning,hamstrings
Straight-Arm_Dumbbell_Pullover,lats
Straight-Arm_Dumbbell_Pullover,shoulders
Straight-Arm_Dumbbell_Pullover,triceps
Straight_Bar_Bench_Mid_Rows,biceps
Straight_Bar_Bench_Mid_Rows,lats
Straight_Raises_on_Incline_Bench,traps
Stride_Jump_Crossover,abductors
Stride_Jump_Crossover,adductors
Stride_Jump_Crossover,calves
Stride_Jump_Crossover,hamstrings
Sumo_Deadlift,adductors
Sumo_Deadlift,forearms
Sumo_Deadlift,glutes
Sumo_Deadlift,lower back
Sumo_Deadlift,middle back
Sumo_Deadlift,quadriceps
Sumo_Deadlift,traps
Sumo_Deadlift_with_Bands,adductors
Sumo_Deadlift_with_Bands,forearms
Sumo_Deadlift_with_Bands,glutes
Sumo_Deadlift_with_Bands,lower back
Sumo_Deadlift_with_Bands,middle back
Sumo_Deadlift_with_Bands,quadriceps
Sumo_Deadlift_with_Bands,traps
Sumo_Deadlift_with_Chains,abductors
Sumo_Deadlift_with_Chains,adductors
Sumo_Deadlift_with_Chains,forearms
Sumo_Deadlift_with_Chains,glutes
Sumo_Deadlift_with_Chains,lower back
Sumo_Deadlift_with_Chains,middle back
Sumo_Deadlift_with_Chains,quadriceps
Sumo_Deadlift_with_Chains,traps
Superman,glutes
Superman,hamstrings
Supine_Chest_Throw,chest
Supine_Chest_Throw,shoulders
Supine_One-Arm_Overhead_Throw,chest
Supine_One-Arm_Overhead_Throw,lats
Supine_One-Arm_Overhead_Throw,shoulders
Supine_Two-Arm_Overhead_Throw,chest
Supine_Two-Arm_Overhead_Throw,lats
Supine_Two-Arm_Overhead_Throw,shoulders
Suspended_Fallout,chest
Suspended_Fallout,lower back
Suspended_Fallout,shoulders
Suspended_Push-Up,shoulders
Suspended_Push-Up,triceps
Suspended_Row,biceps
Suspended_Row,lats
Suspended_Split_Squat,abductors
Suspended_Split_Squat,adductors
Suspended_Split_Squat,calves
Suspended_Split_Squat,glutes
Suspended_Split_Squat,hamstrings
Svend_Press,forearms
Svend_Press,shoulders
Svend_Press,triceps
T-Bar_Row_with_Handle,biceps
T-Bar_Row_with_Handle,lats
Tate_Press,chest
Tate_Press,shoulders
The_Straddle,adductors
The_Straddle,calves
Thigh_Abductor,glutes
Thigh_Adductor,glutes
Thigh_Adductor,hamstrings
