exercise_slug,language_code,name,description
Front_Incline_Dumbbell_Raise,en,Front Incline Dumbbell Raise,
Front_Incline_Dumbbell_Raise,vi,,
Front_Leg_Raises,en,Front Leg Raises,
Front_Leg_Raises,vi,,
Front_Plate_Raise,en,Front Plate Raise,
Front_Plate_Raise,vi,,
Front_Raise_And_Pullover,en,Front Raise And Pullover,
Front_Raise_And_Pullover,vi,,
Front_Squat_Clean_Grip,en,Front Squat (Clean Grip),
Front_Squat_Clean_Grip,vi,,
Front_Squats_With_Two_Kettlebells,en,Front Squats With Two Kettlebells,
Front_Squats_With_Two_Kettlebells,vi,,
Front_Two-Dumbbell_Raise,en,Front Two-Dumbbell Raise,
Front_Two-Dumbbell_Raise,vi,,
Full_Range-Of-Motion_Lat_Pulldown,en,Full Range-Of-Motion Lat Pulldown,
Full_Range-Of-Motion_Lat_Pulldown,vi,,
Gironda_Sternum_Chins,en,Gironda Sternum Chins,
Gironda_Sternum_Chins,vi,,
Glute_Ham_Raise,en,Glute Ham Raise,
Glute_Ham_Raise,vi,,
Glute_Kickback,en,Glute Kickback,
Glute_Kickback,vi,,
Goblet_Squat,en,Goblet Squat,
Goblet_Squat,vi,,
Good_Morning,en,Good Morning,
Good_Morning,vi,,
Good_Morning_off_Pins,en,Good Morning off Pins,
Good_Morning_off_Pins,vi,,
Gorilla_Chin_Crunch,en,Gorilla Chin/Crunch,
Gorilla_Chin_Crunch,vi,,
Groin_and_Back_Stretch,en,Groin and Back Stretch,
Groin_and_Back_Stretch,vi,,
Groiners,en,Groiners,
Groiners,vi,,
Hack_Squat,en,Hack Squat,
Hack_Squat,vi,,
Hammer_Curls,en,Hammer Curls,
Hammer_Curls,vi,,
Hammer_Grip_Incline_DB_Bench_Press,en,Hammer Grip Incline DB Bench Press,
Hammer_Grip_Incline_DB_Bench_Press,vi,,
Hamstring-SMR,en,Hamstring-SMR,
Hamstring-SMR,vi,,
Hamstring_Stretch,en,Hamstring Stretch,
Hamstring_Stretch,vi,,
Handstand_Push-Ups,en,Handstand Push-Ups,
Handstand_Push-Ups,vi,,
Hang_Clean,en,Hang Clean,
Hang_Clean,vi,,
Hang_Clean_-_Below_the_Knees,en,Hang Clean - Below the Knees,
Hang_Clean_-_Below_the_Knees,vi,,
Hang_Snatch,en,Hang Snatch,
Hang_Snatch,vi,,
Hang_Snatch_-_Below_Knees,en,Hang Snatch - Below Knees,
Hang_Snatch_-_Below_Knees,vi,,
Hanging_Bar_Good_Morning,en,Hanging Bar Good Morning,
Hanging_Bar_Good_Morning,vi,,
Hanging_Leg_Raise,en,Hanging Leg Raise,
Hanging_Leg_Raise,vi,,
Hanging_Pike,en,Hanging Pike,
Hanging_Pike,vi,,
Heaving_Snatch_Balance,en,Heaving Snatch Balance,
Heaving_Snatch_Balance,vi,,
Heavy_Bag_Thrust,en,Heavy Bag Thrust,
Heavy_Bag_Thrust,vi,,
High_Cable_Curls,en,High Cable Curls,
High_Cable_Curls,vi,,
Hip_Circles_prone,en,Hip Circles (prone),
Hip_Circles_prone,vi,,
Hip_Extension_with_Bands,en,Hip Extension with Bands,
Hip_Extension_with_Bands,vi,,
Hip_Flexion_with_Band,en,Hip Flexion with Band,
Hip_Flexion_with_Band,vi,,
Hip_Lift_with_Band,en,Hip Lift with Band,
Hip_Lift_with_Band,vi,,
Hug_A_Ball,en,Hug A Ball,
Hug_A_Ball,vi,,
Hug_Knees_To_Chest,en,Hug Knees To Chest,
Hug_Knees_To_Chest,vi,,
Hurdle_Hops,en,Hurdle Hops,
Hurdle_Hops,vi,,
Hyperextensions_Back_Extensions,en,Hyperextensions (Back Extensions),
Hyperextensions_Back_Extensions,vi,,
Hyperextensions_With_No_Hyperextension_Bench,en,Hyperextensions With No Hyperextension Bench,
Hyperextensions_With_No_Hyperextension_Bench,vi,,
IT_Band_and_Glute_Stretch,en,IT Band and Glute Stretch,
IT_Band_and_Glute_Stretch,vi,,
Iliotibial_Tract-SMR,en,Iliotibial Tract-SMR,
Iliotibial_Tract-SMR,vi,,
Inchworm,en,Inchworm,
Inchworm,vi,,
Incline_Barbell_Triceps_Extension,en,Incline Barbell Triceps Extension,
Incline_Barbell_Triceps_Extension,vi,,
Incline_Bench_Pull,en,Incline Bench Pull,
Incline_Bench_Pull,vi,,
Incline_Cable_Chest_Press,en,Incline Cable Chest Press,
Incline_Cable_Chest_Press,vi,,
Incline_Cable_Flye,en,Incline Cable Flye,
Incline_Cable_Flye,vi,,
Incline_Dumbbell_Bench_With_Palms_Facing_In,en,Incline Dumbbell Bench With Palms Facing In,
Incline_Dumbbell_Bench_With_Palms_Facing_In,vi,,
Incline_Dumbbell_Curl,en,Incline Dumbbell Curl,
Incline_Dumbbell_Curl,vi,,
Incline_Dumbbell_Flyes,en,Incline Dumbbell Flyes,
Incline_Dumbbell_Flyes,vi,,
Incline_Dumbbell_Flyes_-_With_A_Twist,en,Incline Dumbbell Flyes - With A Twist,
Incline_Dumbbell_Flyes_-_With_A_Twist,vi,,
Incline_Dumbbell_Press,en,Incline Dumbbell Press,
Incline_Dumbbell_Press,vi,,
Incline_Hammer_Curls,en,Incline Hammer Curls,
Incline_Hammer_Curls,vi,,
Incline_Inner_Biceps_Curl,en,Incline Inner Biceps Curl,
Incline_Inner_Biceps_Curl,vi,,
Incline_Push-Up,en,Incline Push-Up,
Incline_Push-Up,vi,,
Incline_Push-Up_Close-Grip,en,Incline Push-Up Close-Grip,
Incline_Push-Up_Close-Grip,vi,,
Incline_Push-Up_Depth_Jump,en,Incline Push-Up Depth Jump,
Incline_Push-Up_Depth_Jump,vi,,
Incline_Push-Up_Medium,en,Incline Push-Up Medium,
Incline_Push-Up_Medium,vi,,
Incline_Push-Up_Reverse_Grip,en,Incline Push-Up Reverse Grip,
Incline_Push-Up_Reverse_Grip,vi,,
Incline_Push-Up_Wide,en,Incline Push-Up Wide,
Incline_Push-Up_Wide,vi,,
Intermediate_Groin_Stretch,en,Intermediate Groin Stretch,
Intermediate_Groin_Stretch,vi,,
Intermediate_Hip_Flexor_and_Quad_Stretch,en,Intermediate Hip Flexor and Quad Stretch,
Intermediate_Hip_Flexor_and_Quad_Stretch,vi,,
Internal_Rotation_with_Band,en,Internal Rotation with Band,
Internal_Rotation_with_Band,vi,,
Inverted_Row,en,Inverted Row,
Inverted_Row,vi,,
Inverted_Row_with_Straps,en,Inverted Row with Straps,
Inverted_Row_with_Straps,vi,,
Iron_Cross,en,Iron Cross,
Iron_Cross,vi,,
Iron_Crosses_stretch,en,Iron Crosses (stretch),
Iron_Crosses_stretch,vi,,
Isometric_Chest_Squeezes,en,Isometric Chest Squeezes,
Isometric_Chest_Squeezes,vi,,
Isometric_Neck_Exercise_-_Front_And_Back,en,Isometric Neck Exercise - Front And Back,
Isometric_Neck_Exercise_-_Front_And_Back,vi,,
Isometric_Neck_Exercise_-_Sides,en,Isometric Neck Exercise - Sides,
Isometric_Neck_Exercise_-_Sides,vi,,
Isometric_Wipers,en,Isometric Wipers,
Isometric_Wipers,vi,,
JM_Press,en,JM Press,
JM_Press,vi,,
Jackknife_Sit-Up,en,Jackknife Sit-Up,
Jackknife_Sit-Up,vi,,
Janda_Sit-Up,en,Janda Sit-Up,
Janda_Sit-Up,vi,,
Jefferson_Squats,en,Jefferson Squats,
Jefferson_Squats,vi,,
Jerk_Balance,en,Jerk Balance,
Jerk_Balance,vi,,
Jerk_Dip_Squat,en,Jerk Dip Squat,
Jerk_Dip_Squat,vi,,
Jogging_Treadmill,en,"Jogging, Treadmill",
Jogging_Treadmill,vi,,
Keg_Load,en,Keg Load,
Keg_Load,vi,,
Kettlebell_Arnold_Press,en,Kettlebell Arnold Press,
Kettlebell_Arnold_Press,vi,,
Kettlebell_Dead_Clean,en,Kettlebell Dead Clean,
Kettlebell_Dead_Clean,vi,,
Kettlebell_Figure_8,en,Kettlebell Figure 8,
Kettlebell_Figure_8,vi,,
Kettlebell_Hang_Clean,en,Kettlebell Hang Clean,
Kettlebell_Hang_Clean,vi,,
Kettlebell_One-Legged_Deadlift,en,Kettlebell One-Legged Deadlift,
Kettlebell_One-Legged_Deadlift,vi,,
Kettlebell_Pass_Between_The_Legs,en,Kettlebell Pass Between The Legs,
Kettlebell_Pass_Between_The_Legs,vi,,
Kettlebell_Pirate_Ships,en,Kettlebell Pirate Ships,
Kettlebell_Pirate_Ships,vi,,
Kettlebell_Pistol_Squat,en,Kettlebell Pistol Squat,
Kettlebell_Pistol_Squat,vi,,
Kettlebell_Seated_Press,en,Kettlebell Seated Press,
Kettlebell_Seated_Press,vi,,
Kettlebell_Seesaw_Press,en,Kettlebell Seesaw Press,
Kettlebell_Seesaw_Press,vi,,
Kettlebell_Sumo_High_Pull,en,Kettlebell Sumo High Pull,
Kettlebell_Sumo_High_Pull,vi,,
Kettlebell_Thruster,en,Kettlebell Thruster,
Kettlebell_Thruster,vi,,
Kettlebell_Turkish_Get-Up_Lunge_style,en,Kettlebell Turkish Get-Up (Lunge style),
Kettlebell_Turkish_Get-Up_Lunge_style,vi,,
Kettlebell_Turkish_Get-Up_Squat_style,en,Kettlebell Turkish Get-Up (Squat style),
Kettlebell_Turkish_Get-Up_Squat_style,vi,,
Kettlebell_Windmill,en,Kettlebell Windmill,
Kettlebell_Windmill,vi,,
Kipping_Muscle_Up,en,Kipping Muscle Up,
Kipping_Muscle_Up,vi,,
Knee_Across_The_Body,en,Knee Across The Body,
Knee_Across_The_Body,vi,,
Knee_Circles,en,Knee Circles,
Knee_Circles,vi,,
Knee_Hip_Raise_On_Parallel_Bars,en,Knee/Hip Raise On Parallel Bars,
Knee_Hip_Raise_On_Parallel_Bars,vi,,
Knee_Tuck_Jump,en,Knee Tuck Jump,
Knee_Tuck_Jump,vi,,
Kneeling_Arm_Drill,en,Kneeling Arm Drill,
Kneeling_Arm_Drill,vi,,
Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists,en,Kneeling Cable Crunch With Alternating Oblique Twists,
Kneeling_Cable_Crunch_With_Alternating_Oblique_Twists,vi,,
Kneeling_Cable_Triceps_Extension,en,Kneeling Cable Triceps Extension,
Kneeling_Cable_Triceps_Extension,vi,,
Kneeling_Forearm_Stretch,en,Kneeling Forearm Stretch,
Kneeling_Forearm_Stretch,vi,,
Kneeling_High_Pulley_Row,en,Kneeling High Pulley Row,
Kneeling_High_Pulley_Row,vi,,
Kneeling_Hip_Flexor,en,Kneeling Hip Flexor,
Kneeling_Hip_Flexor,vi,,
Kneeling_Jump_Squat,en,Kneeling Jump Squat,
Kneeling_Jump_Squat,vi,,
Kneeling_Single-Arm_High_Pulley_Row,en,Kneeling Single-Arm High Pulley Row,
Kneeling_Single-Arm_High_Pulley_Row,vi,,
Kneeling_Squat,en,Kneeling Squat,
Kneeling_Squat,vi,,
Landmine_180s,en,Landmine 180's,
Landmine_180s,vi,,
Landmine_Linear_Jammer,en,Landmine Linear Jammer,
Landmine_Linear_Jammer,vi,,
Lateral_Bound,en,Lateral Bound,
Lateral_Bound,vi,,
Lateral_Box_Jump,en,Lateral Box Jump,
Lateral_Box_Jump,vi,,
Lateral_Cone_Hops,en,Lateral Cone Hops,
Lateral_Cone_Hops,vi,,
Lateral_Raise_-_With_Bands,en,Lateral Raise - With Bands,
Lateral_Raise_-_With_Bands,vi,,
Latissimus_Dorsi-SMR,en,Latissimus Dorsi-SMR,
Latissimus_Dorsi-SMR,vi,,
Leg-Over_Floor_Press,en,Leg-Over Floor Press,
Leg-Over_Floor_Press,vi,,
Leg-Up_Hamstring_Stretch,en,Leg-Up Hamstring Stretch,
Leg-Up_Hamstring_Stretch,vi,,
Leg_Extensions,en,Leg Extensions,
Leg_Extensions,vi,,
Leg_Lift,en,Leg Lift,
Leg_Lift,vi,,
Leg_Press,en,Leg Press,
Leg_Press,vi,,
Leg_Pull-In,en,Leg Pull-In,
Leg_Pull-In,vi,,
Leverage_Chest_Press,en,Leverage Chest Press,
Leverage_Chest_Press,vi,,
Leverage_Deadlift,en,Leverage Deadlift,
Leverage_Deadlift,vi,,
Leverage_Decline_Chest_Press,en,Leverage Decline Chest Press,
Leverage_Decline_Chest_Press,vi,,
Leverage_High_Row,en,Leverage High Row,
Leverage_High_Row,vi,,
Leverage_Incline_Chest_Press,en,Leverage Incline Chest Press,
Leverage_Incline_Chest_Press,vi,,
Leverage_Iso_Row,en,Leverage Iso Row,
Leverage_Iso_Row,vi,,
Leverage_Shoulder_Press,en,Leverage Shoulder Press,
Leverage_Shoulder_Press,vi,,
Leverage_Shrug,en,Leverage Shrug,
Leverage_Shrug,vi,,
Linear_3-Part_Start_Technique,en,Linear 3-Part Start Technique,
Linear_3-Part_Start_Technique,vi,,
Linear_Acceleration_Wall_Drill,en,Linear Acceleration Wall Drill,
Linear_Acceleration_Wall_Drill,vi,,
Linear_Depth_Jump,en,Linear Depth Jump,
Linear_Depth_Jump,vi,,
Log_Lift,en,Log Lift,
Log_Lift,vi,,
London_Bridges,en,London Bridges,
London_Bridges,vi,,
Looking_At_Ceiling,en,Looking At Ceiling,
Looking_At_Ceiling,vi,,
Low_Cable_Crossover,en,Low Cable Crossover,
Low_Cable_Crossover,vi,,
Low_Cable_Triceps_Extension,en,Low Cable Triceps Extension,
Low_Cable_Triceps_Extension,vi,,
Low_Pulley_Row_To_Neck,en,Low Pulley Row To Neck,
Low_Pulley_Row_To_Neck,vi,,
Lower_Back-SMR,en,Lower Back-SMR,
Lower_Back-SMR,vi,,
Lower_Back_Curl,en,Lower Back Curl,
Lower_Back_Curl,vi,,
Lunge_Pass_Through,en,Lunge Pass Through,
Lunge_Pass_Through,vi,,
Lunge_Sprint,en,Lunge Sprint,
Lunge_Sprint,vi,,
Lying_Bent_Leg_Groin,en,Lying Bent Leg Groin,
Lying_Bent_Leg_Groin,vi,,
Lying_Cable_Curl,en,Lying Cable Curl,
Lying_Cable_Curl,vi,,
Lying_Cambered_Barbell_Row,en,Lying Cambered Barbell Row,
Lying_Cambered_Barbell_Row,vi,,
Lying_Close-Grip_Bar_Curl_On_High_Pulley,en,Lying Close-Grip Bar Curl On High Pulley,
Lying_Close-Grip_Bar_Curl_On_High_Pulley,vi,,
Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,en,Lying Close-Grip Barbell Triceps Extension Behind The Head,
Lying_Close-Grip_Barbell_Triceps_Extension_Behind_The_Head,vi,,
Lying_Close-Grip_Barbell_Triceps_Press_To_Chin,en,Lying Close-Grip Barbell Triceps Press To Chin,
Lying_Close-Grip_Barbell_Triceps_Press_To_Chin,vi,,
Lying_Crossover,en,Lying Crossover,
Lying_Crossover,vi,,
Lying_Dumbbell_Tricep_Extension,en,Lying Dumbbell Tricep Extension,
Lying_Dumbbell_Tricep_Extension,vi,,
Lying_Face_Down_Plate_Neck_Resistance,en,Lying Face Down Plate Neck Resistance,
Lying_Face_Down_Plate_Neck_Resistance,vi,,
Lying_Face_Up_Plate_Neck_Resistance,en,Lying Face Up Plate Neck Resistance,
Lying_Face_Up_Plate_Neck_Resistance,vi,,
Lying_Glute,en,Lying Glute,
Lying_Glute,vi,,
Lying_Hamstring,en,Lying Hamstring,
Lying_Hamstring,vi,,
Lying_High_Bench_Barbell_Curl,en,Lying High Bench Barbell Curl,
Lying_High_Bench_Barbell_Curl,vi,,
Lying_Leg_Curls,en,Lying Leg Curls,
Lying_Leg_Curls,vi,,
Lying_Machine_Squat,en,Lying Machine Squat,
Lying_Machine_Squat,vi,,
Lying_One-Arm_Lateral_Raise,en,Lying One-Arm Lateral Raise,
Lying_One-Arm_Lateral_Raise,vi,,
Lying_Prone_Quadriceps,en,Lying Prone Quadriceps,
Lying_Prone_Quadriceps,vi,,
Lying_Rear_Delt_Raise,en,Lying Rear Delt Raise,
Lying_Rear_Delt_Raise,vi,,
Lying_Supine_Dumbbell_Curl,en,Lying Supine Dumbbell Curl,
Lying_Supine_Dumbbell_Curl,vi,,
Lying_T-Bar_Row,en,Lying T-Bar Row,
Lying_T-Bar_Row,vi,,
Lying_Triceps_Press,en,Lying Triceps Press,
Lying_Triceps_Press,vi,,
Machine_Bench_Press,en,Machine Bench Press,
Machine_Bench_Press,vi,,
Machine_Bicep_Curl,en,Machine Bicep Curl,
Machine_Bicep_Curl,vi,,
Machine_Preacher_Curls,en,Machine Preacher Curls,
Machine_Preacher_Curls,vi,,
Machine_Shoulder_Military_Press,en,Machine Shoulder (Military) Press,
Machine_Shoulder_Military_Press,vi,,
Machine_Triceps_Extension,en,Machine Triceps Extension,
Machine_Triceps_Extension,vi,,
Medicine_Ball_Chest_Pass,en,Medicine Ball Chest Pass,
Medicine_Ball_Chest_Pass,vi,,
Medicine_Ball_Full_Twist,en,Medicine Ball Full Twist,
Medicine_Ball_Full_Twist,vi,,
Medicine_Ball_Scoop_Throw,en,Medicine Ball Scoop Throw,
Medicine_Ball_Scoop_Throw,vi,,
Middle_Back_Shrug,en,Middle Back Shrug,
Middle_Back_Shrug,vi,,
Middle_Back_Stretch,en,Middle Back Stretch,
Middle_Back_Stretch,vi,,
Mixed_Grip_Chin,en,Mixed Grip Chin,
Mixed_Grip_Chin,vi,,
Monster_Walk,en,Monster Walk,
Monster_Walk,vi,,
Mountain_Climbers,en,Mountain Climbers,
Mountain_Climbers,vi,,
Moving_Claw_Series,en,Moving Claw Series,
Moving_Claw_Series,vi,,
Muscle_Snatch,en,Muscle Snatch,
Muscle_Snatch,vi,,
Muscle_Up,en,Muscle Up,
Muscle_Up,vi,,
Narrow_Stance_Hack_Squats,en,Narrow Stance Hack Squats,
Narrow_Stance_Hack_Squats,vi,,
Narrow_Stance_Leg_Press,en,Narrow Stance Leg Press,
Narrow_Stance_Leg_Press,vi,,
Narrow_Stance_Squats,en,Narrow Stance Squats,
Narrow_Stance_Squats,vi,,
Natural_Glute_Ham_Raise,en,Natural Glute Ham Raise,
Natural_Glute_Ham_Raise,vi,,
Neck-SMR,en,Neck-SMR,
Neck-SMR,vi,,
Neck_Press,en,Neck Press,
Neck_Press,vi,,
Oblique_Crunches,en,Oblique Crunches,
Oblique_Crunches,vi,,
Oblique_Crunches_-_On_The_Floor,en,Oblique Crunches - On The Floor,
Oblique_Crunches_-_On_The_Floor,vi,,
Olympic_Squat,en,Olympic Squat,
Olympic_Squat,vi,,
On-Your-Back_Quad_Stretch,en,On-Your-Back Quad Stretch,
On-Your-Back_Quad_Stretch,vi,,
On_Your_Side_Quad_Stretch,en,On Your Side Quad Stretch,
On_Your_Side_Quad_Stretch,vi,,
One-Arm_Dumbbell_Row,en,One-Arm Dumbbell Row,
One-Arm_Dumbbell_Row,vi,,
One-Arm_Flat_Bench_Dumbbell_Flye,en,One-Arm Flat Bench Dumbbell Flye,
One-Arm_Flat_Bench_Dumbbell_Flye,vi,,
One-Arm_High-Pulley_Cable_Side_Bends,en,One-Arm High-Pulley Cable Side Bends,
One-Arm_High-Pulley_Cable_Side_Bends,vi,,
One-Arm_Incline_Lateral_Raise,en,One-Arm Incline Lateral Raise,
One-Arm_Incline_Lateral_Raise,vi,,
One-Arm_Kettlebell_Clean,en,One-Arm Kettlebell Clean,
One-Arm_Kettlebell_Clean,vi,,
One-Arm_Kettlebell_Clean_and_Jerk,en,One-Arm Kettlebell Clean and Jerk,
One-Arm_Kettlebell_Clean_and_Jerk,vi,,
One-Arm_Kettlebell_Floor_Press,en,One-Arm Kettlebell Floor Press,
One-Arm_Kettlebell_Floor_Press,vi,,
One-Arm_Kettlebell_Jerk,en,One-Arm Kettlebell Jerk,
One-Arm_Kettlebell_Jerk,vi,,
One-Arm_Kettlebell_Military_Press_To_The_Side,en,One-Arm Kettlebell Military Press To The Side,
One-Arm_Kettlebell_Military_Press_To_The_Side,vi,,
One-Arm_Kettlebell_Para_Press,en,One-Arm Kettlebell Para Press,
One-Arm_Kettlebell_Para_Press,vi,,
One-Arm_Kettlebell_Push_Press,en,One-Arm Kettlebell Push Press,
One-Arm_Kettlebell_Push_Press,vi,,
One-Arm_Kettlebell_Row,en,One-Arm Kettlebell Row,
One-Arm_Kettlebell_Row,vi,,
One-Arm_Kettlebell_Snatch,en,One-Arm Kettlebell Snatch,
One-Arm_Kettlebell_Snatch,vi,,
One-Arm_Kettlebell_Split_Jerk,en,One-Arm Kettlebell Split Jerk,
One-Arm_Kettlebell_Split_Jerk,vi,,
One-Arm_Kettlebell_Split_Snatch,en,One-Arm Kettlebell Split Snatch,
One-Arm_Kettlebell_Split_Snatch,vi,,
One-Arm_Kettlebell_Swings,en,One-Arm Kettlebell Swings,
One-Arm_Kettlebell_Swings,vi,,
One-Arm_Long_Bar_Row,en,One-Arm Long Bar Row,
One-Arm_Long_Bar_Row,vi,,
One-Arm_Medicine_Ball_Slam,en,One-Arm Medicine Ball Slam,
One-Arm_Medicine_Ball_Slam,vi,,
One-Arm_Open_Palm_Kettlebell_Clean,en,One-Arm Open Palm Kettlebell Clean,
One-Arm_Open_Palm_Kettlebell_Clean,vi,,
One-Arm_Overhead_Kettlebell_Squats,en,One-Arm Overhead Kettlebell Squats,
One-Arm_Overhead_Kettlebell_Squats,vi,,
One-Arm_Side_Deadlift,en,One-Arm Side Deadlift,
One-Arm_Side_Deadlift,vi,,
One-Arm_Side_Laterals,en,One-Arm Side Laterals,
One-Arm_Side_Laterals,vi,,
One-Legged_Cable_Kickback,en,One-Legged Cable Kickback,
One-Legged_Cable_Kickback,vi,,
One_Arm_Against_Wall,en,One Arm Against Wall,
One_Arm_Against_Wall,vi,,
One_Arm_Chin-Up,en,One Arm Chin-Up,
One_Arm_Chin-Up,vi,,
One_Arm_Dumbbell_Bench_Press,en,One Arm Dumbbell Bench Press,
One_Arm_Dumbbell_Bench_Press,vi,,
One_Arm_Dumbbell_Preacher_Curl,en,One Arm Dumbbell Preacher Curl,
One_Arm_Dumbbell_Preacher_Curl,vi,,
One_Arm_Floor_Press,en,One Arm Floor Press,
One_Arm_Floor_Press,vi,,
One_Arm_Lat_Pulldown,en,One Arm Lat Pulldown,
One_Arm_Lat_Pulldown,vi,,
One_Arm_Pronated_Dumbbell_Triceps_Extension,en,One Arm Pronated Dumbbell Triceps Extension,
One_Arm_Pronated_Dumbbell_Triceps_Extension,vi,,
One_Arm_Supinated_Dumbbell_Triceps_Extension,en,One Arm Supinated Dumbbell Triceps Extension,
One_Arm_Supinated_Dumbbell_Triceps_Extension,vi,,
One_Half_Locust,en,One Half Locust,
One_Half_Locust,vi,,
One_Handed_Hang,en,One Handed Hang,
One_Handed_Hang,vi,,
One_Knee_To_Chest,en,One Knee To Chest,
One_Knee_To_Chest,vi,,
One_Leg_Barbell_Squat,en,One Leg Barbell Squat,
One_Leg_Barbell_Squat,vi,,
Open_Palm_Kettlebell_Clean,en,Open Palm Kettlebell Clean,
Open_Palm_Kettlebell_Clean,vi,,
Otis-Up,en,Otis-Up,
Otis-Up,vi,,
Overhead_Cable_Curl,en,Overhead Cable Curl,
Overhead_Cable_Curl,vi,,
Overhead_Lat,en,Overhead Lat,
Overhead_Lat,vi,,
Overhead_Slam,en,Overhead Slam,
Overhead_Slam,vi,,
Overhead_Squat,en,Overhead Squat,
Overhead_Squat,vi,,
Overhead_Stretch,en,Overhead Stretch,
Overhead_Stretch,vi,,
Overhead_Triceps,en,Overhead Triceps,
Overhead_Triceps,vi,,
Pallof_Press,en,Pallof Press,
Pallof_Press,vi,,
Pallof_Press_With_Rotation,en,Pallof Press With Rotation,
Pallof_Press_With_Rotation,vi,,
Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,en,Palms-Down Dumbbell Wrist Curl Over A Bench,
Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench,vi,,
Palms-Down_Wrist_Curl_Over_A_Bench,en,Palms-Down Wrist Curl Over A Bench,
Palms-Down_Wrist_Curl_Over_A_Bench,vi,,
Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,en,Palms-Up Barbell Wrist Curl Over A Bench,
Palms-Up_Barbell_Wrist_Curl_Over_A_Bench,vi,,
Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,en,Palms-Up Dumbbell Wrist Curl Over A Bench,
Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench,vi,,
Parallel_Bar_Dip,en,Parallel Bar Dip,
Parallel_Bar_Dip,vi,,
Pelvic_Tilt_Into_Bridge,en,Pelvic Tilt Into Bridge,
Pelvic_Tilt_Into_Bridge,vi,,
Peroneals-SMR,en,Peroneals-SMR,
Peroneals-SMR,vi,,
Peroneals_Stretch,en,Peroneals Stretch,
Peroneals_Stretch,vi,,
Physioball_Hip_Bridge,en,Physioball Hip Bridge,
Physioball_Hip_Bridge,vi,,
Pin_Presses,en,Pin Presses,
Pin_Presses,vi,,
Piriformis-SMR,en,Piriformis-SMR,
Piriformis-SMR,vi,,
Plank,en,Plank,
Plank,vi,,
Plate_Pinch,en,Plate Pinch,
Plate_Pinch,vi,,
Plate_Twist,en,Plate Twist,
Plate_Twist,vi,,
Platform_Hamstring_Slides,en,Platform Hamstring Slides,
Platform_Hamstring_Slides,vi,,
Plie_Dumbbell_Squat,en,Plie Dumbbell Squat,
Plie_Dumbbell_Squat,vi,,
Plyo_Kettlebell_Pushups,en,Plyo Kettlebell Pushups,
Plyo_Kettlebell_Pushups,vi,,
Plyo_Push-up,en,Plyo Push-up,
Plyo_Push-up,vi,,
Posterior_Tibialis_Stretch,en,Posterior Tibialis Stretch,
Posterior_Tibialis_Stretch,vi,,
Power_Clean,en,Power Clean,
Power_Clean,vi,,
Power_Clean_from_Blocks,en,Power Clean from Blocks,
Power_Clean_from_Blocks,vi,,
Power_Jerk,en,Power Jerk,
Power_Jerk,vi,,
Power_Partials,en,Power Partials,
Power_Partials,vi,,
Power_Snatch,en,Power Snatch,
Power_Snatch,vi,,
Power_Snatch_from_Blocks,en,Power Snatch from Blocks,
Power_Snatch_from_Blocks,vi,,
Power_Stairs,en,Power Stairs,
Power_Stairs,vi,,
Preacher_Curl,en,Preacher Curl,
Preacher_Curl,vi,,
Preacher_Hammer_Dumbbell_Curl,en,Preacher Hammer Dumbbell Curl,
Preacher_Hammer_Dumbbell_Curl,vi,,
Press_Sit-Up,en,Press Sit-Up,
Press_Sit-Up,vi,,
Prone_Manual_Hamstring,en,Prone Manual Hamstring,
Prone_Manual_Hamstring,vi,,
Prowler_Sprint,en,Prowler Sprint,
Prowler_Sprint,vi,,
Pull_Through,en,Pull Through,
Pull_Through,vi,,
Pullups,en,Pullups,
Pullups,vi,,
Push-Up_Wide,en,Push-Up Wide,
Push-Up_Wide,vi,,
Push-Ups_-_Close_Triceps_Position,en,Push-Ups - Close Triceps Position,
Push-Ups_-_Close_Triceps_Position,vi,,
Push-Ups_With_Feet_Elevated,en,Push-Ups With Feet Elevated,
Push-Ups_With_Feet_Elevated,vi,,
Push-Ups_With_Feet_On_An_Exercise_Ball,en,Push-Ups With Feet On An Exercise Ball,
Push-Ups_With_Feet_On_An_Exercise_Ball,vi,,
Push_Press,en,Push Press,
Push_Press,vi,,
Push_Press_-_Behind_the_Neck,en,Push Press - Behind the Neck,
Push_Press_-_Behind_the_Neck,vi,,
Push_Up_to_Side_Plank,en,Push Up to Side Plank,
Push_Up_to_Side_Plank,vi,,
Pushups,en,Pushups,
Pushups,vi,,
Pushups_Close_and_Wide_Hand_Positions,en,Pushups (Close and Wide Hand Positions),
Pushups_Close_and_Wide_Hand_Positions,vi,,
Pyramid,en,Pyramid,
Pyramid,vi,,
Quad_Stretch,en,Quad Stretch,
Quad_Stretch,vi,,
Quadriceps-SMR,en,Quadriceps-SMR,
Quadriceps-SMR,vi,,
Quick_Leap,en,Quick Leap,
Quick_Leap,vi,,
Rack_Delivery,en,Rack Delivery,
Rack_Delivery,vi,,
Rack_Pull_with_Bands,en,Rack Pull with Bands,
Rack_Pull_with_Bands,vi,,
